source,target,weight
"Istanbul, Turkey","Austin, TX, United States",1
"Istanbul, Turkey","Paris, France",3
"Istanbul, Turkey","Lisbon, Portugal",1
"Istanbul, Turkey","Seoul, South Korea",2
"Istanbul, Turkey","Oslo, Norway",2
"Istanbul, Turkey","Beijing, China",2
"Istanbul, Turkey","Jakarta, Indonesia",1
"Istanbul, Turkey","Amsterdam, Netherlands",2
"Istanbul, Turkey","Tokyo, Japan",3
"Istanbul, Turkey","Vienna, Austria",2
"Istanbul, Turkey","Manila, Philippines",1
"Istanbul, Turkey","San Francisco, CA, United States",3
"Istanbul, Turkey",Dubai - United Arab Emirates,2
"Istanbul, Turkey","Nairobi, Kenya",1
"Istanbul, Turkey","Xinyi District, Taiwan",1
"Istanbul, Turkey","Stockholm, Sweden",3
"Istanbul, Turkey","Sydney, Australia",3
"Istanbul, Turkey",Nigeria,1
"Istanbul, Turkey","Gurugram, India",3
"Istanbul, Turkey","Kyiv, Ukraine",1
"Istanbul, Turkey","Zagreb, Croatia",1
"Istanbul, Turkey","Palo Alto, CA, United States",2
"Istanbul, Turkey","Los Angeles, CA, United States",1
"Istanbul, Turkey","Shanghai, China",3
"Istanbul, Turkey","Taipei, Taiwan",1
"Istanbul, Turkey","Wrocław, Poland",2
"Istanbul, Turkey","München, Germany",3
"Istanbul, Turkey","Prague, Czechia",1
"Istanbul, Turkey","Milano, Italy",1
"Istanbul, Turkey","Budapest, Hungary",1
"Istanbul, Turkey","Tel Aviv-Yafo, Israel",3
"Istanbul, Turkey","Perth, Australia",2
"Istanbul, Turkey","Mexico City, Mexico",2
"Istanbul, Turkey","Mountain View, CA, United States",3
"Istanbul, Turkey","Mumbai, India",1
"Istanbul, Turkey","Frankfurt, Germany",2
"Istanbul, Turkey","Johannesburg, South Africa",2
"Istanbul, Turkey","Warszawa, Poland",3
"Istanbul, Turkey","Hamburg, Germany",3
"Istanbul, Turkey","Vilnius, Lithuania",1
"Istanbul, Turkey","Columbus, OH, United States",1
"Istanbul, Turkey","Cambridge, MA, United States",2
"Istanbul, Turkey","Bucharest, Romania",2
"Istanbul, Turkey","Melbourne, Australia",1
"Istanbul, Turkey","Atlanta, GA, United States",1
"Istanbul, Turkey","Seattle, WA, United States",2
"Istanbul, Turkey","Hyderabad, India",2
"Istanbul, Turkey","Madrid, Spain",1
"Istanbul, Turkey","Moscow, ID, United States",1
"Istanbul, Turkey","Zürich, Switzerland",3
"Istanbul, Turkey","New York, NY, United States",3
"Istanbul, Turkey",Hong Kong,2
"Istanbul, Turkey","São Paulo, Brazil",2
"Istanbul, Turkey","Athens, Greece",1
"Istanbul, Turkey","Berlin, Germany",3
"Istanbul, Turkey","Minneapolis, MN, United States",1
"Istanbul, Turkey","Washington, DC, United States",1
"Istanbul, Turkey","Buenos Aires, Argentina",1
"Istanbul, Turkey","Helsinki, Finland",2
"Istanbul, Turkey","Dallas, TX, United States",1
"Istanbul, Turkey","Dublin, Ireland",3
"Istanbul, Turkey","Moskva, Russia",2
"Istanbul, Turkey","København, Denmark",2
"Istanbul, Turkey","Waterloo, ON, Canada",1
"Istanbul, Turkey","San Bruno, CA, United States",1
"Istanbul, Turkey","Chicago, IL, United States",3
"Istanbul, Turkey","London, United Kingdom",3
"Istanbul, Turkey","Etterbeek, Belgium",1
"Istanbul, Turkey","Milan, Italy",3
"Istanbul, Turkey","Sunnyvale, CA, United States",3
"Istanbul, Turkey","Ann Arbor, MI, United States",1
"Istanbul, Turkey","Boulder, CO, United States",1
"Istanbul, Turkey","Bratislava, Slovakia",1
"Istanbul, Turkey","Bogotá, Colombia",1
"Istanbul, Turkey","Kirkland, WA, United States",2
"Istanbul, Turkey","Montreal, QC, Canada",1
"Istanbul, Turkey","Toronto, ON, Canada",1
"Istanbul, Turkey",Singapore,2
"Groningen, Netherlands","Sunnyvale, CA, United States",1
"Groningen, Netherlands","Sydney, Australia",1
"Groningen, Netherlands","Kirkland, WA, United States",1
"Groningen, Netherlands","London, United Kingdom",1
"Groningen, Netherlands","Mountain View, CA, United States",1
"Groningen, Netherlands","The Dalles, OR, United States",1
"Pittsburgh, PA, United States","Austin, TX, United States",1
"Pittsburgh, PA, United States","Bengaluru, India",2
"Pittsburgh, PA, United States","Tokyo, Japan",2
"Pittsburgh, PA, United States","Waterloo, ON, Canada",1
"Pittsburgh, PA, United States","San Francisco, CA, United States",2
"Pittsburgh, PA, United States","San Bruno, CA, United States",2
"Pittsburgh, PA, United States","Cambridge, MA, United States",2
"Pittsburgh, PA, United States","Xinyi District, Taiwan",1
"Pittsburgh, PA, United States","Sydney, Australia",2
"Pittsburgh, PA, United States","Irvine, CA, United States",2
"Pittsburgh, PA, United States","Seattle, WA, United States",2
"Pittsburgh, PA, United States","South San Francisco, CA, United States",1
"Pittsburgh, PA, United States","Seoul, South Korea",1
"Pittsburgh, PA, United States","London, United Kingdom",3
"Pittsburgh, PA, United States","New York, NY, United States",3
"Pittsburgh, PA, United States","Los Angeles, CA, United States",1
"Pittsburgh, PA, United States","Shanghai, China",2
"Pittsburgh, PA, United States","Beijing, China",1
"Pittsburgh, PA, United States","São Paulo, Brazil",1
"Pittsburgh, PA, United States","MG, Brazil",1
"Pittsburgh, PA, United States","Sunnyvale, CA, United States",3
"Pittsburgh, PA, United States","Ann Arbor, MI, United States",1
"Pittsburgh, PA, United States","Boulder, CO, United States",2
"Pittsburgh, PA, United States","München, Germany",1
"Pittsburgh, PA, United States","Dublin, Ireland",2
"Pittsburgh, PA, United States","Kirkland, WA, United States",2
"Pittsburgh, PA, United States","Tel Aviv-Yafo, Israel",2
"Pittsburgh, PA, United States","Mountain View, CA, United States",3
"Pittsburgh, PA, United States",Singapore,2
"The Dalles, OR, United States","Sunnyvale, CA, United States",1
"The Dalles, OR, United States","Sydney, Australia",1
"The Dalles, OR, United States","Kirkland, WA, United States",1
"The Dalles, OR, United States","London, United Kingdom",1
"The Dalles, OR, United States","Mountain View, CA, United States",1
"Jakarta, Indonesia","Austin, TX, United States",1
"Jakarta, Indonesia","Warszawa, Poland",1
"Jakarta, Indonesia","Toronto, ON, Canada",1
"Jakarta, Indonesia","Hamburg, Germany",1
"Jakarta, Indonesia","Melbourne, Australia",1
"Jakarta, Indonesia","Cambridge, MA, United States",1
"Jakarta, Indonesia","Columbus, OH, United States",1
"Jakarta, Indonesia","Paris, France",1
"Jakarta, Indonesia","Atlanta, GA, United States",1
"Jakarta, Indonesia","Moscow, ID, United States",1
"Jakarta, Indonesia","Oslo, Norway",1
"Jakarta, Indonesia","Seoul, South Korea",1
"Jakarta, Indonesia","New York, NY, United States",2
"Jakarta, Indonesia","Zürich, Switzerland",1
"Jakarta, Indonesia",Hong Kong,2
"Jakarta, Indonesia","Beijing, China",2
"Jakarta, Indonesia","São Paulo, Brazil",1
"Jakarta, Indonesia","Berlin, Germany",1
"Jakarta, Indonesia","Minneapolis, MN, United States",1
"Jakarta, Indonesia","Washington, DC, United States",1
"Jakarta, Indonesia","Helsinki, Finland",1
"Jakarta, Indonesia","Dallas, TX, United States",1
"Jakarta, Indonesia","Dublin, Ireland",2
"Jakarta, Indonesia","Moskva, Russia",1
"Jakarta, Indonesia","Tokyo, Japan",1
"Jakarta, Indonesia","Vienna, Austria",1
"Jakarta, Indonesia","København, Denmark",1
"Jakarta, Indonesia","Waterloo, ON, Canada",1
"Jakarta, Indonesia","San Francisco, CA, United States",2
"Jakarta, Indonesia","Chicago, IL, United States",1
"Jakarta, Indonesia","Xinyi District, Taiwan",2
"Jakarta, Indonesia","Stockholm, Sweden",1
"Jakarta, Indonesia","Sydney, Australia",2
"Jakarta, Indonesia","Gurugram, India",1
"Jakarta, Indonesia","Bangkok, Thailand",1
"Jakarta, Indonesia","London, United Kingdom",2
"Jakarta, Indonesia","Los Angeles, CA, United States",2
"Jakarta, Indonesia","Shanghai, China",2
"Jakarta, Indonesia","Taipei, Taiwan",1
"Jakarta, Indonesia","Milan, Italy",1
"Jakarta, Indonesia","Wrocław, Poland",1
"Jakarta, Indonesia","Sunnyvale, CA, United States",2
"Jakarta, Indonesia","Ann Arbor, MI, United States",1
"Jakarta, Indonesia","München, Germany",1
"Jakarta, Indonesia","Bogotá, Colombia",1
"Jakarta, Indonesia","Kirkland, WA, United States",1
"Jakarta, Indonesia","Tel Aviv-Yafo, Israel",1
"Jakarta, Indonesia","Perth, Australia",1
"Jakarta, Indonesia","Montreal, QC, Canada",1
"Jakarta, Indonesia","Mexico City, Mexico",1
"Jakarta, Indonesia","Mountain View, CA, United States",2
"Jakarta, Indonesia","Frankfurt, Germany",1
"Jakarta, Indonesia",Singapore,2
"Jakarta, Indonesia","Johannesburg, South Africa",1
"Reston, VA, United States","Austin, TX, United States",1
"Reston, VA, United States","Tokyo, Japan",1
"Reston, VA, United States","Hamburg, Germany",1
"Reston, VA, United States","Paris, France",1
"Reston, VA, United States","London, United Kingdom",1
"Reston, VA, United States","Los Angeles, CA, United States",1
"Reston, VA, United States","Seoul, South Korea",1
"Reston, VA, United States","Shanghai, China",1
"Reston, VA, United States","Taipei, Taiwan",1
"Reston, VA, United States","Sunnyvale, CA, United States",1
"Reston, VA, United States","Washington, DC, United States",1
"Reston, VA, United States","Dublin, Ireland",1
"Reston, VA, United States","Moskva, Russia",1
"Reston, VA, United States","Mountain View, CA, United States",1
"Reston, VA, United States",Singapore,1
"Tokyo, Japan","Austin, TX, United States",4
"Tokyo, Japan","Paris, France",7
"Tokyo, Japan","Lisbon, Portugal",1
"Tokyo, Japan","Seoul, South Korea",5
"Tokyo, Japan","Oslo, Norway",2
"Tokyo, Japan","Beijing, China",3
"Tokyo, Japan","Portland, OR, United States",1
"Tokyo, Japan","Salt Lake City, UT, United States",1
"Tokyo, Japan","Amsterdam, Netherlands",3
"Tokyo, Japan","Vienna, Austria",2
"Tokyo, Japan","Manila, Philippines",2
"Tokyo, Japan","San Francisco, CA, United States",8
"Tokyo, Japan",Dubai - United Arab Emirates,2
"Tokyo, Japan","Nairobi, Kenya",1
"Tokyo, Japan","Xinyi District, Taiwan",3
"Tokyo, Japan","Stockholm, Sweden",4
"Tokyo, Japan","Sydney, Australia",7
"Tokyo, Japan",Nigeria,1
"Tokyo, Japan","Gurugram, India",6
"Tokyo, Japan","Kyiv, Ukraine",1
"Tokyo, Japan","Zagreb, Croatia",1
"Tokyo, Japan","Los Angeles, CA, United States",3
"Tokyo, Japan","Palo Alto, CA, United States",3
"Tokyo, Japan","Shanghai, China",6
"Tokyo, Japan","Taipei, Taiwan",4
"Tokyo, Japan","Wrocław, Poland",3
"Tokyo, Japan","München, Germany",5
"Tokyo, Japan","Prague, Czechia",1
"Tokyo, Japan","Milano, Italy",1
"Tokyo, Japan","Budapest, Hungary",1
"Tokyo, Japan","Tel Aviv-Yafo, Israel",4
"Tokyo, Japan","Perth, Australia",2
"Tokyo, Japan","Mexico City, Mexico",2
"Tokyo, Japan","Mountain View, CA, United States",10
"Tokyo, Japan","Frankfurt, Germany",3
"Tokyo, Japan","Mumbai, India",2
"Tokyo, Japan","Johannesburg, South Africa",2
"Tokyo, Japan","Warszawa, Poland",4
"Tokyo, Japan","Bengaluru, India",2
"Tokyo, Japan","Hamburg, Germany",5
"Tokyo, Japan","Vilnius, Lithuania",1
"Tokyo, Japan","Columbus, OH, United States",1
"Tokyo, Japan","Cambridge, MA, United States",3
"Tokyo, Japan","Melbourne, Australia",1
"Tokyo, Japan","Bucharest, Romania",2
"Tokyo, Japan","Atlanta, GA, United States",2
"Tokyo, Japan","Seattle, WA, United States",7
"Tokyo, Japan","Hyderabad, India",4
"Tokyo, Japan","Madrid, Spain",1
"Tokyo, Japan","Moscow, ID, United States",1
"Tokyo, Japan","New York, NY, United States",8
"Tokyo, Japan","Zürich, Switzerland",5
"Tokyo, Japan",Hong Kong,2
"Tokyo, Japan","São Paulo, Brazil",4
"Tokyo, Japan","Athens, Greece",1
"Tokyo, Japan","Berlin, Germany",4
"Tokyo, Japan","MG, Brazil",1
"Tokyo, Japan","Washington, DC, United States",2
"Tokyo, Japan","Minneapolis, MN, United States",1
"Tokyo, Japan","Buenos Aires, Argentina",1
"Tokyo, Japan","Helsinki, Finland",2
"Tokyo, Japan","Dallas, TX, United States",1
"Tokyo, Japan","Dublin, Ireland",8
"Tokyo, Japan","Moskva, Russia",3
"Tokyo, Japan","København, Denmark",2
"Tokyo, Japan","Waterloo, ON, Canada",1
"Tokyo, Japan","San Bruno, CA, United States",3
"Tokyo, Japan","Chicago, IL, United States",4
"Tokyo, Japan","Irvine, CA, United States",2
"Tokyo, Japan","South San Francisco, CA, United States",2
"Tokyo, Japan","London, United Kingdom",10
"Tokyo, Japan","Etterbeek, Belgium",2
"Tokyo, Japan","Milan, Italy",3
"Tokyo, Japan","Sunnyvale, CA, United States",10
"Tokyo, Japan","Ann Arbor, MI, United States",3
"Tokyo, Japan","Boulder, CO, United States",3
"Tokyo, Japan","Bratislava, Slovakia",1
"Tokyo, Japan","Bogotá, Colombia",1
"Tokyo, Japan","Kirkland, WA, United States",4
"Tokyo, Japan","Montreal, QC, Canada",1
"Tokyo, Japan","Toronto, ON, Canada",1
"Tokyo, Japan",Singapore,8
"Vienna, Austria","Austin, TX, United States",1
"Vienna, Austria","Paris, France",2
"Vienna, Austria","Lisbon, Portugal",1
"Vienna, Austria","Oslo, Norway",2
"Vienna, Austria","Seoul, South Korea",1
"Vienna, Austria","Beijing, China",1
"Vienna, Austria","Amsterdam, Netherlands",1
"Vienna, Austria","San Francisco, CA, United States",2
"Vienna, Austria",Dubai - United Arab Emirates,1
"Vienna, Austria","Nairobi, Kenya",1
"Vienna, Austria","Xinyi District, Taiwan",1
"Vienna, Austria","Stockholm, Sweden",2
"Vienna, Austria","Sydney, Australia",2
"Vienna, Austria",Nigeria,1
"Vienna, Austria","Gurugram, India",2
"Vienna, Austria","Kyiv, Ukraine",1
"Vienna, Austria","Zagreb, Croatia",1
"Vienna, Austria","Los Angeles, CA, United States",1
"Vienna, Austria","Palo Alto, CA, United States",1
"Vienna, Austria","Shanghai, China",2
"Vienna, Austria","Taipei, Taiwan",1
"Vienna, Austria","Wrocław, Poland",2
"Vienna, Austria","München, Germany",2
"Vienna, Austria","Prague, Czechia",1
"Vienna, Austria","Budapest, Hungary",1
"Vienna, Austria","Tel Aviv-Yafo, Israel",2
"Vienna, Austria","Perth, Australia",1
"Vienna, Austria","Mexico City, Mexico",2
"Vienna, Austria","Mountain View, CA, United States",2
"Vienna, Austria","Frankfurt, Germany",1
"Vienna, Austria","Johannesburg, South Africa",2
"Vienna, Austria","Warszawa, Poland",2
"Vienna, Austria","Hamburg, Germany",2
"Vienna, Austria","Vilnius, Lithuania",1
"Vienna, Austria","Melbourne, Australia",1
"Vienna, Austria","Cambridge, MA, United States",1
"Vienna, Austria","Columbus, OH, United States",1
"Vienna, Austria","Bucharest, Romania",1
"Vienna, Austria","Atlanta, GA, United States",1
"Vienna, Austria","Hyderabad, India",1
"Vienna, Austria","Moscow, ID, United States",1
"Vienna, Austria","Seattle, WA, United States",1
"Vienna, Austria","Madrid, Spain",1
"Vienna, Austria","New York, NY, United States",2
"Vienna, Austria","Zürich, Switzerland",2
"Vienna, Austria",Hong Kong,2
"Vienna, Austria","São Paulo, Brazil",1
"Vienna, Austria","Helsinki, Finland",2
"Vienna, Austria","Berlin, Germany",2
"Vienna, Austria","Minneapolis, MN, United States",1
"Vienna, Austria","Washington, DC, United States",1
"Vienna, Austria","Athens, Greece",1
"Vienna, Austria","Buenos Aires, Argentina",1
"Vienna, Austria","Dallas, TX, United States",1
"Vienna, Austria","Dublin, Ireland",2
"Vienna, Austria","Moskva, Russia",2
"Vienna, Austria","København, Denmark",2
"Vienna, Austria","San Bruno, CA, United States",1
"Vienna, Austria","Chicago, IL, United States",2
"Vienna, Austria","London, United Kingdom",2
"Vienna, Austria","Etterbeek, Belgium",1
"Vienna, Austria","Milan, Italy",2
"Vienna, Austria","Sunnyvale, CA, United States",2
"Vienna, Austria","Ann Arbor, MI, United States",1
"Vienna, Austria","Boulder, CO, United States",1
"Vienna, Austria","Bratislava, Slovakia",1
"Vienna, Austria","Bogotá, Colombia",1
"Vienna, Austria","Kirkland, WA, United States",1
"Vienna, Austria","Montreal, QC, Canada",1
"Vienna, Austria","Toronto, ON, Canada",1
"Vienna, Austria",Singapore,1
"Manila, Philippines","Warszawa, Poland",1
"Manila, Philippines","Hamburg, Germany",1
"Manila, Philippines","Bucharest, Romania",1
"Manila, Philippines","Cambridge, MA, United States",1
"Manila, Philippines","Paris, France",1
"Manila, Philippines","Seattle, WA, United States",2
"Manila, Philippines","Hyderabad, India",2
"Manila, Philippines","Seoul, South Korea",1
"Manila, Philippines","Zürich, Switzerland",2
"Manila, Philippines","New York, NY, United States",2
"Manila, Philippines","Beijing, China",1
"Manila, Philippines","São Paulo, Brazil",1
"Manila, Philippines","Berlin, Germany",1
"Manila, Philippines","Mumbai, India",1
"Manila, Philippines","Dublin, Ireland",2
"Manila, Philippines","Amsterdam, Netherlands",1
"Manila, Philippines","Waterloo, ON, Canada",1
"Manila, Philippines",Dubai - United Arab Emirates,1
"Manila, Philippines","San Francisco, CA, United States",2
"Manila, Philippines","Chicago, IL, United States",1
"Manila, Philippines","Stockholm, Sweden",1
"Manila, Philippines","Sydney, Australia",3
"Manila, Philippines","Gurugram, India",1
"Manila, Philippines","London, United Kingdom",2
"Manila, Philippines","Palo Alto, CA, United States",1
"Manila, Philippines","Shanghai, China",1
"Manila, Philippines","Milan, Italy",1
"Manila, Philippines","Wrocław, Poland",1
"Manila, Philippines","Sunnyvale, CA, United States",2
"Manila, Philippines","München, Germany",2
"Manila, Philippines","Milano, Italy",1
"Manila, Philippines","Kirkland, WA, United States",1
"Manila, Philippines","Tel Aviv-Yafo, Israel",1
"Manila, Philippines","Perth, Australia",1
"Manila, Philippines","Mountain View, CA, United States",2
"Manila, Philippines","Frankfurt, Germany",1
"Manila, Philippines",Singapore,2
"Xinyi District, Taiwan","Austin, TX, United States",3
"Xinyi District, Taiwan","Paris, France",2
"Xinyi District, Taiwan","Oslo, Norway",1
"Xinyi District, Taiwan","Seoul, South Korea",1
"Xinyi District, Taiwan","Beijing, China",4
"Xinyi District, Taiwan","San Francisco, CA, United States",5
"Xinyi District, Taiwan","Stockholm, Sweden",1
"Xinyi District, Taiwan","Sydney, Australia",3
"Xinyi District, Taiwan","Gurugram, India",2
"Xinyi District, Taiwan","Los Angeles, CA, United States",4
"Xinyi District, Taiwan","Palo Alto, CA, United States",1
"Xinyi District, Taiwan","Shanghai, China",7
"Xinyi District, Taiwan","Taipei, Taiwan",3
"Xinyi District, Taiwan","Wrocław, Poland",2
"Xinyi District, Taiwan","München, Germany",2
"Xinyi District, Taiwan","Tel Aviv-Yafo, Israel",2
"Xinyi District, Taiwan","Perth, Australia",1
"Xinyi District, Taiwan","Mexico City, Mexico",2
"Xinyi District, Taiwan","Mountain View, CA, United States",8
"Xinyi District, Taiwan","Frankfurt, Germany",1
"Xinyi District, Taiwan","Johannesburg, South Africa",1
"Xinyi District, Taiwan","Bengaluru, India",1
"Xinyi District, Taiwan","Warszawa, Poland",2
"Xinyi District, Taiwan","Hamburg, Germany",1
"Xinyi District, Taiwan","Melbourne, Australia",1
"Xinyi District, Taiwan","Cambridge, MA, United States",2
"Xinyi District, Taiwan","Columbus, OH, United States",1
"Xinyi District, Taiwan","Atlanta, GA, United States",2
"Xinyi District, Taiwan","Seattle, WA, United States",1
"Xinyi District, Taiwan","Moscow, ID, United States",1
"Xinyi District, Taiwan","Palo Alto, CA, USA",1
"Xinyi District, Taiwan","New York, NY, United States",6
"Xinyi District, Taiwan","Zürich, Switzerland",2
"Xinyi District, Taiwan",Hong Kong,3
"Xinyi District, Taiwan","São Paulo, Brazil",3
"Xinyi District, Taiwan","Helsinki, Finland",1
"Xinyi District, Taiwan","Berlin, Germany",1
"Xinyi District, Taiwan","MG, Brazil",1
"Xinyi District, Taiwan","Minneapolis, MN, United States",1
"Xinyi District, Taiwan","Buenos Aires, Argentina",1
"Xinyi District, Taiwan","Washington, DC, United States",1
"Xinyi District, Taiwan","Dallas, TX, United States",1
"Xinyi District, Taiwan","Dublin, Ireland",5
"Xinyi District, Taiwan","Moskva, Russia",1
"Xinyi District, Taiwan","København, Denmark",1
"Xinyi District, Taiwan","Waterloo, ON, Canada",1
"Xinyi District, Taiwan","Kraków, Poland",1
"Xinyi District, Taiwan","San Bruno, CA, United States",2
"Xinyi District, Taiwan","Chicago, IL, United States",2
"Xinyi District, Taiwan","Irvine, CA, United States",1
"Xinyi District, Taiwan","South San Francisco, CA, United States",2
"Xinyi District, Taiwan","London, United Kingdom",5
"Xinyi District, Taiwan","Bangkok, Thailand",1
"Xinyi District, Taiwan","Milan, Italy",1
"Xinyi District, Taiwan","Sunnyvale, CA, United States",6
"Xinyi District, Taiwan","Ann Arbor, MI, United States",3
"Xinyi District, Taiwan","Boulder, CO, United States",2
"Xinyi District, Taiwan","Bogotá, Colombia",2
"Xinyi District, Taiwan","Kirkland, WA, United States",2
"Xinyi District, Taiwan","Montreal, QC, Canada",1
"Xinyi District, Taiwan","Toronto, ON, Canada",1
"Xinyi District, Taiwan",Singapore,4
"Sydney, Australia","Austin, TX, United States",2
"Sydney, Australia","Paris, France",6
"Sydney, Australia","Lisbon, Portugal",1
"Sydney, Australia","Seoul, South Korea",3
"Sydney, Australia","Oslo, Norway",3
"Sydney, Australia","Beijing, China",4
"Sydney, Australia","Portland, OR, United States",1
"Sydney, Australia","Salt Lake City, UT, United States",1
"Sydney, Australia","Amsterdam, Netherlands",4
"Sydney, Australia","San Francisco, CA, United States",9
"Sydney, Australia",Dubai - United Arab Emirates,2
"Sydney, Australia","Nairobi, Kenya",1
"Sydney, Australia","Stockholm, Sweden",5
"Sydney, Australia",Nigeria,1
"Sydney, Australia","Gurugram, India",5
"Sydney, Australia","Kyiv, Ukraine",1
"Sydney, Australia","Zagreb, Croatia",1
"Sydney, Australia","Los Angeles, CA, United States",4
"Sydney, Australia","Palo Alto, CA, United States",3
"Sydney, Australia","Shanghai, China",6
"Sydney, Australia","Taipei, Taiwan",2
"Sydney, Australia","Wrocław, Poland",3
"Sydney, Australia","München, Germany",7
"Sydney, Australia","Prague, Czechia",1
"Sydney, Australia","Milano, Italy",1
"Sydney, Australia","Budapest, Hungary",1
"Sydney, Australia","Tel Aviv-Yafo, Israel",5
"Sydney, Australia","Perth, Australia",2
"Sydney, Australia","Mexico City, Mexico",3
"Sydney, Australia","Mountain View, CA, United States",11
"Sydney, Australia","Mumbai, India",3
"Sydney, Australia","Frankfurt, Germany",3
"Sydney, Australia","Johannesburg, South Africa",2
"Sydney, Australia","Warszawa, Poland",4
"Sydney, Australia","Bengaluru, India",3
"Sydney, Australia","Hamburg, Germany",4
"Sydney, Australia","Vilnius, Lithuania",1
"Sydney, Australia","Columbus, OH, United States",1
"Sydney, Australia","Cambridge, MA, United States",4
"Sydney, Australia","Bucharest, Romania",3
"Sydney, Australia","Melbourne, Australia",1
"Sydney, Australia","Atlanta, GA, United States",1
"Sydney, Australia","Seattle, WA, United States",7
"Sydney, Australia","Hyderabad, India",5
"Sydney, Australia","Madrid, Spain",1
"Sydney, Australia","Moscow, ID, United States",1
"Sydney, Australia","New York, NY, United States",9
"Sydney, Australia","Zürich, Switzerland",5
"Sydney, Australia",Hong Kong,3
"Sydney, Australia","São Paulo, Brazil",3
"Sydney, Australia","Athens, Greece",1
"Sydney, Australia","Berlin, Germany",4
"Sydney, Australia","MG, Brazil",1
"Sydney, Australia","Minneapolis, MN, United States",1
"Sydney, Australia","Washington, DC, United States",1
"Sydney, Australia","Buenos Aires, Argentina",1
"Sydney, Australia","Helsinki, Finland",3
"Sydney, Australia","Dallas, TX, United States",1
"Sydney, Australia","Dublin, Ireland",6
"Sydney, Australia","Moskva, Russia",3
"Sydney, Australia","København, Denmark",2
"Sydney, Australia","Waterloo, ON, Canada",3
"Sydney, Australia","San Bruno, CA, United States",3
"Sydney, Australia","Chicago, IL, United States",5
"Sydney, Australia","Irvine, CA, United States",3
"Sydney, Australia","South San Francisco, CA, United States",2
"Sydney, Australia","London, United Kingdom",11
"Sydney, Australia","Bangkok, Thailand",1
"Sydney, Australia","Etterbeek, Belgium",3
"Sydney, Australia","Milan, Italy",3
"Sydney, Australia","Sunnyvale, CA, United States",11
"Sydney, Australia","Ann Arbor, MI, United States",1
"Sydney, Australia","Boulder, CO, United States",4
"Sydney, Australia","Bratislava, Slovakia",1
"Sydney, Australia","Bogotá, Colombia",1
"Sydney, Australia","Kirkland, WA, United States",5
"Sydney, Australia","Montreal, QC, Canada",1
"Sydney, Australia","Toronto, ON, Canada",1
"Sydney, Australia",Singapore,8
Nigeria,"Warszawa, Poland",1
Nigeria,"Hamburg, Germany",1
Nigeria,"Vilnius, Lithuania",1
Nigeria,"Bucharest, Romania",1
Nigeria,"Paris, France",1
Nigeria,"Hyderabad, India",1
Nigeria,"Seattle, WA, United States",1
Nigeria,"Madrid, Spain",1
Nigeria,"Oslo, Norway",1
Nigeria,"Lisbon, Portugal",1
Nigeria,"New York, NY, United States",1
Nigeria,"Zürich, Switzerland",1
Nigeria,Hong Kong,1
Nigeria,"Athens, Greece",1
Nigeria,"Helsinki, Finland",1
Nigeria,"Berlin, Germany",1
Nigeria,"Buenos Aires, Argentina",1
Nigeria,"Dublin, Ireland",1
Nigeria,"Amsterdam, Netherlands",1
Nigeria,"Moskva, Russia",1
Nigeria,"København, Denmark",1
Nigeria,"San Francisco, CA, United States",1
Nigeria,Dubai - United Arab Emirates,1
Nigeria,"San Bruno, CA, United States",1
Nigeria,"Nairobi, Kenya",1
Nigeria,"Chicago, IL, United States",1
Nigeria,"Stockholm, Sweden",1
Nigeria,"Gurugram, India",1
Nigeria,"Kyiv, Ukraine",1
Nigeria,"Zagreb, Croatia",1
Nigeria,"London, United Kingdom",1
Nigeria,"Palo Alto, CA, United States",1
Nigeria,"Etterbeek, Belgium",1
Nigeria,"Shanghai, China",1
Nigeria,"Milan, Italy",1
Nigeria,"Wrocław, Poland",1
Nigeria,"Sunnyvale, CA, United States",1
Nigeria,"Boulder, CO, United States",1
Nigeria,"Prague, Czechia",1
Nigeria,"Bratislava, Slovakia",1
Nigeria,"München, Germany",1
Nigeria,"Budapest, Hungary",1
Nigeria,"Kirkland, WA, United States",1
Nigeria,"Tel Aviv-Yafo, Israel",1
Nigeria,"Mexico City, Mexico",1
Nigeria,"Mountain View, CA, United States",1
Nigeria,"Johannesburg, South Africa",1
"Kyiv, Ukraine","Warszawa, Poland",1
"Kyiv, Ukraine","Hamburg, Germany",1
"Kyiv, Ukraine","Vilnius, Lithuania",1
"Kyiv, Ukraine","Bucharest, Romania",1
"Kyiv, Ukraine","Paris, France",1
"Kyiv, Ukraine","Hyderabad, India",1
"Kyiv, Ukraine","Seattle, WA, United States",1
"Kyiv, Ukraine","Madrid, Spain",1
"Kyiv, Ukraine","Oslo, Norway",1
"Kyiv, Ukraine","Lisbon, Portugal",1
"Kyiv, Ukraine","New York, NY, United States",1
"Kyiv, Ukraine","Zürich, Switzerland",1
"Kyiv, Ukraine",Hong Kong,1
"Kyiv, Ukraine","Athens, Greece",1
"Kyiv, Ukraine","Helsinki, Finland",1
"Kyiv, Ukraine","Berlin, Germany",1
"Kyiv, Ukraine","Buenos Aires, Argentina",1
"Kyiv, Ukraine","Dublin, Ireland",1
"Kyiv, Ukraine","Amsterdam, Netherlands",1
"Kyiv, Ukraine","Moskva, Russia",1
"Kyiv, Ukraine","København, Denmark",1
"Kyiv, Ukraine","San Francisco, CA, United States",1
"Kyiv, Ukraine",Dubai - United Arab Emirates,1
"Kyiv, Ukraine","San Bruno, CA, United States",1
